,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster,num_days,num_days_to_checkin,month,log2_orig_destination_distance,log1p_num_days_to_checkin,log1p_num_days,dest1,dest2,dest3,hotel_clus
17,2014-07-03 13:50:58,2,3,66,348,48862,1171.3895,1110565,0,0,5,2014-07-20 00:00:00,2014-07-22 00:00:00,2,0,1,12228,6,0,3,2,50,411,37,2,16,7,17.0,28.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[5, 5, 5, 91, 5]"
18,2014-07-03 13:57:21,2,3,66,348,48862,1171.3895,1110565,0,0,5,2014-07-20 00:00:00,2014-07-22 00:00:00,2,0,1,12228,6,1,1,2,50,411,37,2,16,7,17.0,28.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[5, 5, 19, 19, 5]"
19,2014-08-13 10:11:16,2,3,66,448,45508,957.9253,442950,0,1,0,2014-09-03 00:00:00,2014-09-06 00:00:00,2,0,1,12228,6,0,2,2,50,411,72,3,20,8,17.0,30.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 41, 41, 41, 10]"
20,2014-08-13 10:11:52,2,3,66,448,45508,958.0987,442950,0,1,0,2014-09-03 00:00:00,2014-09-06 00:00:00,2,0,1,12228,6,0,2,2,50,411,95,3,20,8,17.0,30.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 41, 41, 41, 35]"
21,2014-08-13 10:18:31,2,3,66,448,45508,957.792,442950,0,1,0,2014-09-03 00:00:00,2014-09-06 00:00:00,2,0,1,12228,6,0,1,2,50,411,9,3,20,8,17.0,30.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 41, 41, 41, 35]"
22,2013-10-07 19:57:50,2,3,66,435,16874,569.7029,1089916,0,1,9,2013-12-12 00:00:00,2013-12-15 00:00:00,2,0,1,12228,6,0,1,2,50,411,98,3,65,10,16.0,42.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[21, 41, 21, 73, 57]"
23,2013-10-07 20:01:20,2,3,66,435,16874,569.7029,1089916,0,0,9,2013-12-13 00:00:00,2013-12-16 00:00:00,2,0,1,12228,6,0,1,2,50,411,98,3,66,10,16.0,42.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[21, 41, 21, 73, 41]"
24,2014-08-12 07:52:20,2,3,66,331,39438,561.7383,1089916,0,1,5,2014-09-14 00:00:00,2014-09-19 00:00:00,2,0,1,12228,6,0,1,2,50,411,9,5,32,8,16.0,35.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[21, 41, 21, 73, 57]"
25,2014-01-10 19:10:34,11,3,205,135,29816,1920.0286,1121438,0,0,9,2014-03-01 00:00:00,2014-03-06 00:00:00,2,0,1,12228,6,0,1,2,50,411,98,5,49,1,18.0,39.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[63, 10, 28, 28, 63]"
26,2014-01-10 19:11:35,11,3,205,135,29816,1920.1854,1121438,0,0,9,2014-03-01 00:00:00,2014-03-06 00:00:00,1,0,1,12228,6,0,1,2,50,411,17,5,49,1,18.0,39.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[18, 28, 28, 28, 63]"
27,2013-07-23 17:53:52,2,3,66,174,25317,1650.913,303054,0,0,9,2013-09-27 00:00:00,2013-09-29 00:00:00,2,1,1,12228,6,0,3,2,50,411,72,2,65,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
28,2013-07-23 18:00:58,2,3,66,174,25317,1650.913,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,3,2,50,411,72,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[43, 99, 28, 99, 28]"
29,2013-07-23 18:03:21,2,3,66,174,25317,1651.0184,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,1,2,50,411,60,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
30,2013-07-23 18:05:20,2,3,66,174,25317,1650.7755,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,3,2,50,411,55,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
31,2013-07-23 18:08:21,2,3,66,174,25317,1650.9967,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,4,2,50,411,9,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
32,2013-07-23 18:09:57,2,3,66,174,25317,1650.752,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,1,2,50,411,95,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
33,2013-07-23 18:11:15,2,3,66,174,25317,1650.8814,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,1,2,50,411,49,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
34,2013-07-23 18:12:07,2,3,66,174,25317,1650.6856,303054,0,1,9,2013-09-26 00:00:00,2013-09-28 00:00:00,2,0,1,12228,6,0,3,2,50,411,68,2,64,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
35,2013-07-23 18:17:39,2,3,66,174,25317,1650.8814,303054,0,0,9,2013-09-27 00:00:00,2013-09-29 00:00:00,2,0,1,12228,6,0,2,2,50,411,49,2,65,7,18.0,42.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[99, 99, 28, 99, 28]"
36,2013-07-15 09:45:11,2,3,66,448,14052,941.0737,802904,0,0,2,2014-02-23 00:00:00,2014-03-01 00:00:00,1,0,1,12228,6,0,1,2,50,411,23,6,222,7,17.0,54.0,19.0,-1.41349309212,0.491023799907,0.599837921482,"[37, 91, 91, 37, 91]"
37,2013-11-24 10:45:59,2,3,66,174,34571,1569.2096,992529,0,0,9,2014-05-24 00:00:00,2014-05-26 00:00:00,1,0,1,12228,6,0,1,2,50,411,55,2,180,11,18.0,52.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[48, 91, 91, 91, 91]"
38,2013-12-03 20:25:46,2,3,66,196,2428,965.7823,1028783,1,0,9,2014-07-02 00:00:00,2014-07-07 00:00:00,2,0,1,12228,6,0,2,2,50,411,21,5,210,12,17.0,54.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 65, 91, 91, 91]"
39,2013-12-03 20:29:43,2,3,66,196,2428,965.4973,1028783,1,0,9,2014-07-02 00:00:00,2014-07-07 00:00:00,2,0,1,12228,6,0,1,2,50,411,95,5,210,12,17.0,54.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 65, 91, 91, 91]"
40,2013-12-03 20:31:03,2,3,66,196,2428,965.6729,1028783,1,0,9,2014-07-02 00:00:00,2014-07-07 00:00:00,2,0,1,12228,6,0,1,2,50,411,9,5,210,12,17.0,54.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 65, 91, 91, 91]"
41,2013-12-04 13:15:38,2,3,66,196,2428,965.3345,1028783,1,0,9,2014-07-02 00:00:00,2014-07-07 00:00:00,2,0,1,12228,6,0,1,2,50,411,9,5,209,12,17.0,53.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 65, 91, 91, 91]"
42,2013-12-04 13:19:04,2,3,66,196,2428,965.4687,1028783,1,0,9,2014-07-02 00:00:00,2014-07-07 00:00:00,2,0,1,12228,6,0,1,2,50,411,55,5,209,12,17.0,53.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 65, 91, 91, 91]"
43,2014-01-02 12:26:45,2,3,66,174,17494,1899.711,106998,0,0,9,2014-03-10 00:00:00,2014-03-15 00:00:00,2,0,2,12228,6,0,1,2,50,411,17,5,66,1,18.0,42.0,18.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 48, 41, 48, 48]"
44,2014-11-11 12:31:33,2,3,66,462,15437,2050.157,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,0,1,2,50,411,37,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 48, 41, 48, 48]"
45,2014-11-11 12:33:15,2,3,66,462,15437,2050.0471,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,0,1,2,50,411,93,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 48, 41, 48, 48]"
46,2014-11-11 12:33:46,2,3,66,462,15437,2049.8809,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,0,2,2,50,411,55,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 48, 41, 48, 48]"
47,2014-11-11 12:45:55,2,3,66,462,15437,2050.149,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,0,1,2,50,411,37,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[88, 88, 88, 19, 88]"
48,2014-11-11 12:47:24,2,3,66,462,15437,2050.1427,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,0,1,2,50,411,98,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 48, 7, 41, 48]"
49,2014-11-11 12:49:22,2,3,66,462,15437,2050.2534,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,0,5,2,50,411,17,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[88, 88, 88, 19, 88]"
50,2014-11-11 13:30:56,2,3,66,462,15437,2049.8809,106998,0,0,9,2014-12-03 00:00:00,2014-12-05 00:00:00,1,0,1,12228,6,1,1,2,50,411,55,2,21,11,18.0,31.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[41, 48, 48, 41, 48]"
51,2014-11-17 08:37:34,2,3,66,196,2428,965.4758,273575,0,0,9,2015-01-16 00:00:00,2015-01-18 00:00:00,1,0,1,12228,6,0,1,2,50,411,17,2,59,11,17.0,41.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 21, 73, 65]"
52,2014-11-17 08:37:45,2,3,66,196,2428,965.4537,273575,0,0,9,2015-01-16 00:00:00,2015-01-18 00:00:00,1,0,1,12228,6,0,1,2,50,411,37,2,59,11,17.0,41.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 73, 65]"
53,2014-11-17 09:53:13,2,3,66,196,2428,965.4687,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,55,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 21, 65]"
54,2014-11-17 09:53:22,2,3,66,196,2428,965.2273,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,72,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 21, 65]"
55,2014-11-17 09:53:56,2,3,66,196,2428,965.2132,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,90,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 21, 65]"
56,2014-11-17 09:58:25,2,3,66,196,2428,965.5727,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,37,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 21, 65]"
57,2014-11-17 09:58:39,2,3,66,196,2428,965.804,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,70,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 73, 65]"
58,2014-11-17 09:58:58,2,3,66,196,2428,965.4537,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,37,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 21, 73, 65]"
59,2014-11-17 09:59:09,2,3,66,196,2428,965.4973,273575,0,0,9,2015-01-16 00:00:00,2015-01-19 00:00:00,1,0,1,12228,6,0,1,2,50,411,98,3,59,11,17.0,41.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[65, 65, 73, 73, 65]"
60,2014-11-21 17:39:53,2,3,215,646,51733,928.0009,674382,0,0,9,2014-12-24 00:00:00,2014-12-27 00:00:00,2,0,1,12228,6,0,1,2,50,411,95,3,32,11,17.0,35.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[34, 82, 34, 82, 82]"
61,2013-03-08 05:35:22,2,3,66,220,2086,667.5125,674534,0,0,9,2013-03-19 00:00:00,2013-03-20 00:00:00,1,0,1,12228,6,0,3,2,50,411,41,1,10,3,16.0,24.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 91, 28, 28, 91]"
62,2013-03-08 05:46:40,2,3,66,220,2086,667.4338,674534,0,0,9,2013-03-19 00:00:00,2013-03-20 00:00:00,1,0,1,12228,6,0,2,2,50,411,37,1,10,3,16.0,24.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 91, 28, 28, 91]"
63,2013-03-13 15:40:49,2,3,66,220,2086,667.7205,674534,0,0,9,2013-03-19 00:00:00,2013-03-20 00:00:00,2,0,1,12228,6,0,4,2,50,411,17,1,5,3,16.0,18.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 91, 28, 28, 91]"
64,2013-03-13 15:45:05,2,3,66,220,2086,667.5646,674534,0,0,9,2013-03-19 00:00:00,2013-03-20 00:00:00,2,0,1,12228,6,0,1,2,50,411,98,1,5,3,16.0,18.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 91, 28, 28, 91]"
65,2013-03-13 15:48:05,2,3,66,220,2086,667.6309,674534,0,0,9,2013-03-19 00:00:00,2013-03-20 00:00:00,2,0,1,12228,6,0,1,2,50,411,41,1,5,3,16.0,18.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 91, 28, 28, 91]"
66,2014-03-12 15:40:39,2,3,66,220,14656,658.9661,674534,0,0,0,2014-03-22 00:00:00,2014-03-23 00:00:00,1,0,1,12228,6,0,1,2,50,411,98,1,9,3,16.0,23.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 91, 28, 28, 91]"
67,2014-03-20 18:08:44,2,3,66,337,54287,1161.7373,705452,0,0,9,2015-02-15 00:00:00,2015-02-18 00:00:00,8,0,4,12228,6,0,2,2,50,411,95,3,331,3,17.0,58.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[6, 21, 83, 21, 21]"
68,2014-03-20 18:40:59,2,3,66,337,54287,1161.7373,705452,0,0,9,2015-02-16 00:00:00,2015-02-19 00:00:00,8,0,4,12228,6,0,1,2,50,411,95,3,332,3,17.0,58.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
69,2014-03-20 18:42:49,2,3,66,337,54287,1161.7373,705452,0,0,9,2015-02-16 00:00:00,2015-02-19 00:00:00,1,1,5,12228,6,0,1,2,50,411,95,3,332,3,17.0,58.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
70,2014-03-23 15:06:50,2,3,66,337,54287,1161.7373,705452,0,0,9,2015-02-15 00:00:00,2015-02-19 00:00:00,9,1,4,12228,6,0,1,2,50,411,95,4,328,3,17.0,58.0,16.0,-1.41349309212,0.491023799907,0.599837921482,"[35, 98, 21, 35, 98]"
71,2014-03-23 15:07:27,2,3,66,337,54287,1161.7373,705452,0,0,9,2015-02-16 00:00:00,2015-02-19 00:00:00,9,1,4,12228,6,0,1,2,50,411,95,3,329,3,17.0,58.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
72,2014-10-17 06:44:54,2,3,66,337,26644,1169.1703,705452,0,0,9,2015-05-14 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,21,3,208,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
73,2014-10-18 09:27:50,2,3,66,337,7321,1162.0628,705452,0,0,9,2015-05-14 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,21,3,207,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
74,2014-10-18 10:55:46,2,3,66,337,7321,1162.0628,705452,0,1,9,2015-05-14 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,21,3,207,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[35, 98, 21, 35, 98]"
75,2014-10-18 11:06:00,2,3,66,337,7321,1162.0628,705452,0,0,9,2015-05-14 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,2,2,50,411,21,3,207,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[35, 98, 21, 35, 98]"
76,2014-10-18 11:10:10,2,3,66,337,7321,1162.0628,705452,0,0,9,2015-05-13 00:00:00,2015-05-16 00:00:00,2,0,1,12228,6,0,1,2,50,411,21,3,206,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
77,2014-10-18 11:11:58,2,3,66,337,7321,1162.0628,705452,0,0,9,2015-05-14 00:00:00,2015-05-16 00:00:00,2,0,1,12228,6,0,1,2,50,411,21,2,207,10,17.0,53.0,11.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
78,2014-10-18 11:13:37,2,3,66,337,7321,1162.0104,705452,0,0,9,2015-05-14 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,56,3,207,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
79,2014-10-18 11:23:18,2,3,66,337,7321,1162.0628,705452,0,0,9,2015-05-13 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,21,4,206,10,17.0,53.0,16.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
80,2014-10-18 11:26:01,2,3,66,337,7321,1161.5113,705452,0,0,9,2015-05-13 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,17,4,206,10,17.0,53.0,16.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
81,2014-10-18 11:28:40,2,3,66,337,7321,1161.5113,705452,0,0,9,2015-05-14 00:00:00,2015-05-17 00:00:00,2,0,1,12228,6,0,1,2,50,411,17,3,207,10,17.0,53.0,14.0,-1.41349309212,0.491023799907,0.599837921482,"[28, 21, 6, 6, 21]"
82,2014-04-12 00:03:52,2,3,66,174,28377,1868.7499,796227,0,0,9,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,1,2,50,411,72,1,56,4,18.0,40.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 48, 91, 91, 48]"
83,2014-04-13 03:00:05,2,3,66,174,28377,1868.667,796227,0,0,9,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,1,2,50,411,37,1,55,4,18.0,40.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 48, 91, 91, 48]"
84,2014-04-13 16:41:40,2,3,66,174,28377,1868.667,796227,0,0,9,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,1,2,50,411,37,1,55,4,18.0,40.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 48, 91, 91, 48]"
85,2014-04-13 18:13:49,2,3,66,174,28377,1868.7499,796227,0,0,9,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,1,2,50,411,72,1,55,4,18.0,40.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 91, 91, 91, 48]"
86,2014-04-13 18:21:38,2,3,66,174,28377,1868.6234,796227,0,0,9,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,2,2,50,411,98,1,55,4,18.0,40.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 48, 91, 91, 48]"
87,2014-04-13 18:47:51,2,3,66,174,28377,1868.6234,796227,0,0,9,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,1,1,2,50,411,98,1,55,4,18.0,40.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 91, 91, 91, 48]"
88,2014-04-27 22:28:34,2,3,66,174,28377,1868.7499,796227,0,0,2,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,1,2,50,411,72,1,41,4,18.0,37.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 48, 91, 91, 48]"
89,2014-04-27 22:30:42,2,3,66,174,28377,1868.6234,796227,0,0,2,2014-06-08 00:00:00,2014-06-09 00:00:00,2,0,1,12228,6,0,1,2,50,411,98,1,41,4,18.0,37.0,7.0,-1.41349309212,0.491023799907,0.599837921482,"[91, 91, 91, 91, 48]"
90,2013-09-29 15:40:19,2,3,66,321,5786,1062.9805,803534,0,1,3,2014-01-08 00:00:00,2014-01-12 00:00:00,2,0,1,12228,6,0,1,2,50,411,98,4,100,9,17.0,46.0,16.0,-1.41349309212,0.491023799907,0.599837921482,"[66, 66, 72, 66, 66]"
